"Q_Nr" "Station_Q" "River" "area" "elev_s" "elev_ezg" "Glacier" "C_Nr" "Station_C" "elev" "start" "end" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6" "p.7" "p.8" "p.9" "p.10" "p.11" "p.12" "p.13" "p.14" "p.15" "p.16" "p.17" "p.18" "p.19" "p.20" "p.21" "p.22" "p.23" "p.24" "p.25" "p.26" "p.27" "p.28" "p.29" "p.30" "p.31" "p.32" "p.33" "p.34" "p.35" "p.36" "p.37" "p.38" "p.39" "p.40" "p.41" "p.42" "p.43" "p.44" "p.45" "p.46" "p.47" "p.48" "p.49" "p.50" "p.51" "p.52" "coeff.1" "coeff.2" "coeff.3" "coeff.4" "coeff.5" "coeff.6" "coeff.7" "coeff.8" "coeff.9" "coeff.10" "coeff.11" "coeff.12" "coeff.13" "coeff.14" "coeff.15" "coeff.16" "coeff.17" "coeff.18" "coeff.19" "coeff.20" "coeff.21" "coeff.22" "coeff.23" "coeff.24" "coeff.25" "coeff.26" "coeff.27" "coeff.28" "coeff.29" "coeff.30" "coeff.31" "coeff.32" "coeff.33" "coeff.34" "coeff.35" "coeff.36" "coeff.37" "coeff.38" "coeff.39" "coeff.40" "coeff.41" "coeff.42" "coeff.43" "coeff.44" "coeff.45" "coeff.46" "coeff.47" "coeff.48" "coeff.49" "coeff.50" "coeff.51" "coeff.52" "var_imp.1" "var_imp.2" "var_imp.3" "var_imp.4" "var_imp.5" "var_imp.6" "var_imp.7" "var_imp.8" "var_imp.9" "var_imp.10" "var_imp.11" "var_imp.12" "var_imp.13" "var_imp.14" "var_imp.15" "var_imp.16" "var_imp.17" "var_imp.18" "var_imp.19" "var_imp.20" "var_imp.21" "var_imp.22" "var_imp.23" "var_imp.24" "var_imp.25" "var_imp.26" "var_imp.27" "var_imp.28" "var_imp.29" "var_imp.30" "var_imp.31" "var_imp.32" "var_imp.33" "var_imp.34" "var_imp.35" "var_imp.36" "var_imp.37" "var_imp.38" "var_imp.39" "var_imp.40" "var_imp.41" "var_imp.42" "var_imp.43" "var_imp.44" "var_imp.45" "var_imp.46" "var_imp.47" "var_imp.48" "var_imp.49" "var_imp.50" "var_imp.51" "var_imp.52" "a0.1" "a0.2" "a0.3" "a0.4" "a0.5" "a0.6" "a0.7" "a0.8" "a0.9" "a0.10" "a0.11" "a0.12" "a0.13" "a0.14" "a0.15" "a0.16" "a0.17" "a0.18" "a0.19" "a0.20" "a0.21" "a0.22" "a0.23" "a0.24" "a0.25" "a0.26" "a0.27" "a0.28" "a0.29" "a0.30" "a0.31" "a0.32" "a0.33" "a0.34" "a0.35" "a0.36" "a0.37" "a0.38" "a0.39" "a0.40" "a0.41" "a0.42" "a0.43" "a0.44" "a0.45" "a0.46" "a0.47" "a0.48" "a0.49" "a0.50" "a0.51" "a0.52"
"1" 2161 "Blatten bei Naters" "Massa"  195.0 1446 2945 65.90 "GRH" "Grimsel Hospiz " 1980 NA NA  0.1835565  0.1689287  0.1589826  0.1469945  0.1385729  0.1347954  0.1343328  0.1339577  0.1433944  0.1564398  0.1852038  0.2292106  0.2947063  0.3910119  0.4890780  0.6903373  0.9954501  1.4124136  2.0974707  3.4745084  4.8830250  6.9019296  9.1126209 11.3905317 13.8625610 16.6197208 17.6810218 18.9527325 19.8170711 20.6795821 21.6422236 20.9997144 19.8114211 18.0561121 15.9348177 13.6536535 11.7802389  9.5443461  7.6304484  5.4951080  3.9172296  2.8815112  1.7596737  1.2755560  0.8550190  0.5973887  0.4693134  0.3864920  0.3249218  0.2839530  0.2455659  0.2116268 0.74937514 0.81243060 0.90129998 0.67260747 0.79228863 0.97398792 0.90528639 0.75718154 0.89251634 0.86144328 1.10717180 0.96438391 1.03434278 0.91042505 0.88816244 1.06453119 0.93888320 0.61976055 0.77679499 0.98663110 0.74792612 0.60255610 0.58025671 0.61487868 0.43901300 0.57341916 0.44427844 0.40402950 0.42859719 0.36333071 0.34115136 0.43608965 0.39742943 0.34937758 0.39204747 0.41328935 0.39480912 0.47264966 0.25727487 0.34583460 0.38241517 0.22518091 0.24716180 0.47279891 0.38553515 0.19211718 0.53954007 0.66115907 0.66124421 0.80618361 0.66507915 0.78430614 0.79042066 0.69315156 0.82530859 0.77797729 0.81988395 0.82230654 0.33508508 0.75605044 0.57705130 0.55732814 0.54927859 0.57947377 0.44329885 0.55558661 0.49734411 0.42422076 0.54605103 0.33662713 0.35124617 0.42419529 0.38629207 0.25065824 0.33516769 0.35119842 0.17744195 0.31019153 0.30728465 0.23664459 0.21560694 0.21383714 0.18294987 0.24025683 0.19361295 0.17387910 0.24886795 0.27804956 0.24167163 0.34536256 0.16219439 0.25897577 0.30924192 0.06400338 0.31437589 0.27525674 0.46773362 0.17429018 0.56985962 0.78976405 0.78524552 0.63383652 0.70846233 0.80734970  2.650101e-02  2.428498e-02  1.308084e-02  3.524433e-02  2.237219e-02  5.973659e-04  3.119493e-02  4.554473e-02  5.101718e-02  6.223442e-02  4.581889e-02  9.308695e-02  1.170376e-01  1.463735e-01  2.440192e-01  1.664070e-01  2.311101e-01  2.708874e-01 -7.434728e-02 -1.387777e-01 -8.637154e-01 -8.947698e-01 -1.879679e+00 -2.360866e+00 -5.531036e+00 -4.286886e+00 -4.525109e+00 -5.352282e+00 -2.976415e+00 -4.228422e+00 -1.524436e+00 -6.697723e+00 -6.018679e+00 -5.875288e+00 -3.933466e+00 -4.091890e+00 -2.967499e+00 -3.119861e+00 -2.955666e-01  2.901768e-02 -3.253614e-01  2.047972e-01  7.272494e-01  1.065547e-01  3.495449e-01  3.884591e-01  1.652531e-01  9.138431e-02  7.792292e-02  2.025159e-02  6.180382e-02  1.661622e-02
"2" 2268 "Gletsch" "Rhone"   38.9 1761 2719 52.20 "GRH" "Grimsel Hospiz " 1980 NA NA  0.6588201  0.6181059  0.5974426  0.5702219  0.5447490  0.5315506  0.5273589  0.5306543  0.5167545  0.5244698  0.5648334  0.6290164  0.6943184  0.8112062  0.9117783  1.0329524  1.3856977  1.8689857  2.7013729  3.9972810  5.3677317  7.1861670  9.3805881 11.6604123 13.8162735 16.7695413 18.2321362 19.4023669 19.8841519 19.9970151 20.9990504 20.2986867 18.6036243 17.0626515 14.5627233 12.0614543 10.8203467  9.3120126  7.8113503  5.6800430  4.4009448  3.1971252  2.2367859  1.8273537  1.4726835  1.2279964  1.1191352  0.9878422  0.8797175  0.8605551  0.7935997  0.7231934 0.78652396 1.01632749 0.93324467 0.87461423 0.96274778 1.04606870 1.02289710 1.02016456 0.84127777 0.98899258 1.03487597 1.03351411 0.94032479 0.92778670 0.93087542 0.81317324 0.96203113 0.42924407 0.42592226 0.83744173 0.45453767 0.39510615 0.43579009 0.62581905 0.36294713 0.44456504 0.42186719 0.41179825 0.41117509 0.41595701 0.35226841 0.45811328 0.38304006 0.42935547 0.26070768 0.38095189 0.48125910 0.52242218 0.48857216 0.34963802 0.41815914 0.30964816 0.24205920 0.62928366 0.32700076 0.55953224 0.79809004 0.78280459 0.84746060 0.84396857 0.61134581 0.79555886 0.71581674 0.95449886 0.93775068 0.89725079 0.93333468 0.95410341 0.90002531 0.92362466 0.89180561 0.83670087 0.81258190 0.80244374 0.76696717 0.69619327 0.55576659 0.63792477 0.45600422 0.22240588 0.14666691 0.40151737 0.25568331 0.07813229 0.19046364 0.27264713 0.14748347 0.23793749 0.24139828 0.21306660 0.19755009 0.22689185 0.26774875 0.27966347 0.19270835 0.22258355 0.13187364 0.16658675 0.40358360 0.30828850 0.36341206 0.37420879 0.35631120 0.11115102 0.31881410 0.47287454 0.32117859 0.45039672 0.53182945 0.65762307 0.88117568 0.57295415 0.46656202 0.82493875  1.079001e-01 -5.867711e-02  2.094338e-02  6.072609e-02  1.967745e-02 -3.964929e-02 -1.240808e-02 -2.383110e-02  1.160628e-01  4.191446e-02  7.750611e-02  7.525033e-02  1.699990e-01  2.075795e-01  3.127349e-01  3.614281e-01  2.635181e-01  6.107541e-01  2.123350e-01 -2.456402e-01  1.493527e-01 -7.057148e-01 -1.920675e+00 -4.690585e+00 -3.539635e+00 -4.806586e+00 -5.654217e+00 -7.148121e+00 -1.772287e+00 -6.363428e+00 -6.664915e+00 -8.002952e+00 -6.827761e+00 -4.982278e+00 -1.246957e+00 -4.577500e+00 -1.927893e+00 -3.867823e+00 -2.317728e+00  4.076955e-01 -3.356324e-01  5.613096e-01  1.038113e+00  8.810298e-02  8.478969e-01  2.773751e-01  1.782145e-01  1.053950e-01  2.195440e-02  7.777515e-02  3.231464e-01  8.866167e-02
"3" 2219 "Lenk" "Simme"   35.7 1096 2370 34.60 "BER" "Bern"  552 NA NA  0.7291470  0.6873578  0.6176840  0.5706285  0.5174149  0.5459258  0.5535671  0.4889992  0.5405393  0.6035739  0.7188551  0.9355778  1.1218707  1.4034870  1.6539619  2.0128984  2.6681426  3.3889769  4.3541379  5.6114829  6.3027390  7.7297011  9.9459487 11.1023231 12.7578784 13.9486812 14.8673279 15.3192981 15.2893692 15.0066254 14.6102640 14.7749407 13.1597916 12.1197056 10.4386609  8.8971988  7.6160554  6.4154893  5.2039816  3.9163302  3.2275483  2.5609954  2.1295547  1.9265402  1.6645265  1.5569358  1.4369646  1.2049488  1.0835438  0.9497584  0.9052903  0.8095353 0.64183246 0.61941039 0.73831301 0.52707310 0.48906329 0.82145654 0.22213070 0.33728087 0.75819227 0.56276514 0.58353300 0.54784145 0.49012433 0.51381643 0.63473695 0.57182593 0.46398367 0.46181344 0.43163732 0.70895244 0.46752709 0.46043426 0.50478651 0.46781632 0.38199189 0.43494252 0.37006373 0.35395758 0.44219238 0.60559145 0.28111708 0.40604507 0.29461077 0.26926028 0.30062665 0.49717641 0.34642675 0.35860383 0.41958152 0.30629222 0.40353774 0.34228644 0.25378503 0.47579386 0.43297076 0.49257564 0.58063601 0.41166631 0.52297477 0.47229576 0.48681439 0.41700035 0.45013898 0.35365178 0.64954678 0.49099731 0.47792218 0.32775043 0.02928588 0.34913320 0.43984223 0.25893325 0.34283115 0.20433287 0.15765482 0.30177525 0.33077788 0.31282652 0.24086999 0.13485301 0.13638598 0.31921992 0.29169732 0.19621737 0.21330410 0.19374034 0.13747725 0.24975706 0.16186601 0.18266031 0.19867671 0.31737519 0.17706281 0.17168991 0.11339372 0.06532658 0.10312226 0.32291654 0.23748786 0.12274229 0.26503029 0.22344294 0.11542458 0.10714098 0.17414443 0.29239361 0.34360035 0.26737509 0.22635541 0.43795867 0.41398906 0.21508964 0.24946713 0.31897360  1.623373e-01  1.453349e-01  9.742563e-02  2.366353e-01  2.298572e-01  6.649212e-02  3.209429e-01  2.144913e-01  9.211997e-02  1.376470e-01  3.397738e-02 -1.127720e-01 -4.424434e-01 -3.357745e-01 -6.783881e-01 -9.433758e-01 -1.123960e+00 -3.052007e+00 -3.413545e+00 -6.016857e+00 -7.140986e+00 -8.266007e+00 -1.198709e+01 -1.265448e+01 -1.323930e+01 -1.202275e+01 -1.201800e+01 -1.065297e+01 -6.060213e+00 -1.341107e+01 -3.727081e+00 -8.318321e+00 -3.794482e+00 -8.994059e+00 -5.998124e+00 -7.532399e+00 -4.193502e+00 -3.727457e+00 -1.230505e+00 -2.061584e+00 -7.338661e-01 -9.164388e-01  8.167420e-01  1.447933e-01  3.248649e-01  1.890874e-01  3.060609e-01  4.011892e-01  3.450961e-01  3.979465e-01  3.992533e-01  4.073006e-01
"4" 2299 "Erstfeld" "Alpbach"   20.6 1022 2200 27.70 "ENG" "Engelberg" 1035 NA NA  0.7025934  0.6763248  0.6420818  0.6049899  0.5751559  0.6578863  0.6465247  0.6752961  0.8563804  1.0816449  1.2570993  1.6131180  1.8594325  2.3127313  2.5078339  3.1447380  4.6876629  6.3689279  7.8321183  9.9647035 10.3095077 11.8901463 13.1144949 14.6855468 15.6955629 17.9159997 18.0279875 18.7784622 18.4696534 17.8764207 18.0415536 17.8563655 16.2141596 15.1532595 12.2283878 10.5163401  8.9665695  7.7633599  6.3431939  5.2709369  4.8546305  3.3113932  2.5129790  2.3892508  1.7601131  1.9949754  1.4755084  1.1924016  0.9709630  1.1264701  1.0881579  0.8314716 0.38718403 0.57641949 0.86383913 0.39847923 0.71590334 0.84190513 0.47175632 0.45683508 0.51834385 0.61235531 0.43161998 0.53364046 0.36625907 0.57020442 0.51305507 0.26137303 0.47486710 0.21876322 0.30957406 0.24786716 0.32098481 0.27394520 0.35920849 0.37635327 0.28294303 0.55840075 0.38337708 0.35573660 0.56912004 0.49143824 0.33833020 0.40733089 0.27613498 0.31384923 0.11154447 0.24003810 0.32904024 0.44700666 0.41597992 0.26859436 0.31040181 0.30937746 0.16499839 0.29793410 0.30891199 0.26575817 0.17003920 0.44509762 0.16455859 0.34210984 0.12931936 0.08223048 0.30056075 0.27350815 0.51133622 0.46812854 0.69079098 0.30150151 0.14755846 0.39226954 0.23862368 0.25488639 0.26921734 0.16723303 0.13435776 0.37153909 0.31269505 0.09451967 0.14764132 0.07982970 0.16681631 0.09028286 0.21894218 0.10870489 0.12027237 0.12403162 0.08135667 0.23482666 0.23667743 0.15501607 0.30353667 0.16688671 0.23997119 0.11307490 0.11120344 0.04594688 0.02518665 0.05580621 0.18400543 0.11608481 0.29219187 0.18894011 0.04653141 0.25483195 0.07340906 0.12138018 0.19692664 0.02579545 0.15069043 0.27624031 0.11442035 0.01206208 0.01950566 0.06864510  3.582748e-01  2.280904e-01  1.678736e-01  3.360017e-01  1.469646e-01  1.224222e-01  1.917919e-01  3.945370e-01  4.524913e-01  5.556444e-01  4.889534e-01 -2.835436e-02 -2.458780e-01  6.715487e-02 -3.219052e-01  4.809176e-01 -9.620871e-01 -3.406392e+00 -5.153537e+00 -4.592271e+00 -2.285048e+00 -6.048555e+00 -7.688596e+00 -8.332371e+00 -8.958328e+00 -1.424561e+01 -1.182298e+01 -1.119334e+01 -7.439095e+00 -1.481183e+01 -6.754975e+00 -9.911173e+00 -6.517610e+00 -5.178786e+00 -3.096642e+00 -5.626163e+00 -5.487110e+00 -5.784521e+00 -3.676546e+00  5.162926e-01 -2.307556e+00 -2.087099e+00  5.852588e-01  1.262658e-01  1.607540e-01 -2.536828e-01  7.132798e-01  2.772955e-01  6.283224e-01  4.253960e-01  1.043386e+00  7.782710e-01
"5"  562 "Tierfehd" "Linth"   76.0  805 2330 23.90 "ANT" "Andermatt" 1442 NA NA  0.7386947  0.6685353  0.5983759  0.5300571  0.5085113  0.4923429  0.5203850  0.4662135  0.4647338  0.5151158  0.5623940  0.7359519  0.9766737  1.2991759  1.7087639  2.1826647  2.6457744  3.5245714  5.1546586  6.9926617  8.5731970  9.6764391 11.5446135 12.7607098 13.3202887 13.9425925 15.2327459 15.8436451 16.0896361 14.9365173 15.0510677 15.2094316 14.3369504 13.0364391 12.0396992 10.4937383  9.4312233  9.0442144  7.9870572  5.6241203  4.2766800  3.3393207  2.9889415  2.9752076  2.2360837  1.9692435  1.7056868  1.4318209  1.2003217  1.1376718  0.9185472  0.8515428 0.64671104 0.53113318 0.62311327 0.67247198 0.80847477 0.88032834 0.78309162 0.32767328 0.72427047 0.86252993 0.84180539 0.94674506 0.77081196 0.88013811 0.78600708 0.69490788 0.71909122 0.41272714 0.63462684 0.64079325 0.64990980 0.37466728 0.39634015 0.62732491 0.39008230 0.31476750 0.51565550 0.33332196 0.74620182 0.19471027 0.43696842 0.63849579 0.33948382 0.19015585 0.46045326 0.53600444 0.45234376 0.44724669 0.39722435 0.25682601 0.21379425 0.40903763 0.54527130 0.29592976 0.23418127 0.75924692 0.68847220 0.71331435 0.59124091 0.67855032 0.35605714 0.90208141 0.50162171 0.47791503 0.78248860 0.86162927 0.72224339 0.71418294 0.10086020 0.58555201 0.72337191 0.37502819 0.45120977 0.32891312 0.49454801 0.43032419 0.42469645 0.30302964 0.47756533 0.27277065 0.18257951 0.20732517 0.37327816 0.22366323 0.16107707 0.28116194 0.19580292 0.12392571 0.37699361 0.13093619 0.40303278 0.08440974 0.05447332 0.41173974 0.14745913 0.06230641 0.10566970 0.43750718 0.23111879 0.17626356 0.18178988 0.08272655 0.19046257 0.21462530 0.19211958 0.08586451 0.52620166 0.31291141 0.60773293 0.83068956 0.90537938 0.08175123 0.71863349 0.59324080  2.675914e-01  2.801915e-01  2.714030e-01  1.481377e-01  9.974614e-02  4.395629e-02  1.502293e-01  3.121154e-01  1.459657e-01  1.436581e-01  1.799490e-01  2.171322e-01  2.853846e-01  1.265045e-01  2.185384e-01  3.939745e-01  3.234115e-03  9.195501e-02 -6.003665e-01 -3.479605e+00 -5.319783e+00 -4.353554e+00 -5.831683e+00 -1.102723e+01 -5.610882e+00 -8.174092e+00 -6.701314e+00 -1.780518e+00 -9.939566e+00 -2.436502e+00 -5.137302e+00 -5.188884e+00 -1.843987e+00  3.525181e+00 -3.893139e+00 -1.832345e+00 -4.294492e+00 -1.231075e+00  3.574836e-01  1.054698e+00  1.821572e+00  5.063825e-01 -9.145991e-02  8.114337e-01  1.382089e+00 -3.289118e-02  2.152552e-01  1.830167e-01  3.365618e-01  1.700776e-01  5.017081e-01  5.833640e-02
"6" 2200 "Zweiluetschinen" "Weisse Luetschine"  164.0  650 2170 17.60 "GRH" "Grimsel Hospiz " 1980 NA NA  0.8166936  0.7910398  0.7364085  0.6904549  0.6827284  0.7312616  0.7468915  0.7214099  0.7769998  0.8631599  1.0221128  1.3027707  1.5285669  1.8304071  2.0962377  2.5051955  3.1802529  3.9974507  5.1614235  6.3600871  6.8225350  7.7584538  9.0237904  9.2085843  9.7388699 10.4700017 10.5075716 10.5544785 10.3696881 10.1375956  9.9343565  9.7979228  8.9863150  8.4026888  7.2731424  6.1899381  5.3451736  4.7168758  4.0474616  3.2804935  2.9684143  2.3845484  1.9581806  1.8899386  1.6349551  1.5515236  1.4003122  1.2159105  1.0585667  1.0019197  0.9484032  0.8760867 0.64023837 0.67035225 0.81326851 0.51769324 0.69718327 0.97684298 0.42355241 0.34722853 0.75864973 0.76271836 0.70434949 0.52134061 0.61014956 0.65836870 0.65073269 0.49819251 0.50971057 0.33208005 0.53206373 0.57113748 0.42777270 0.42852254 0.38579371 0.43919716 0.28398753 0.40302072 0.47009463 0.34070821 0.39330657 0.41426373 0.33551876 0.39339897 0.38056710 0.30125222 0.15373016 0.37724602 0.41327660 0.48732868 0.46787044 0.35981217 0.45468231 0.44193235 0.25222092 0.70957512 0.42920656 0.54861918 0.65930174 0.63275328 0.51201904 0.69761880 0.33242453 0.39180158 0.38859732 0.43692594 0.77326330 0.58548270 0.61731641 0.43660697 0.11192327 0.42040980 0.48262128 0.44131064 0.39951770 0.20810234 0.23417213 0.46840112 0.38802240 0.20621624 0.27714611 0.11631735 0.23201469 0.28591565 0.28286575 0.18655711 0.15292946 0.18314681 0.05710346 0.19058022 0.25125169 0.15966797 0.16607648 0.18222591 0.14495879 0.12357630 0.18292547 0.04078069 0.05385362 0.25631551 0.23777443 0.17000187 0.30069698 0.28730287 0.08171951 0.21394392 0.20880469 0.30136035 0.41785948 0.26805050 0.47363116 0.68554861 0.67558127 0.28224513 0.14576568 0.30764170  3.068524e-01  3.288360e-01  1.201638e-01  3.555942e-01  2.360778e-01  1.071989e-01  5.879595e-01  5.441933e-01  3.551385e-01  4.498603e-01  5.607950e-01  9.841965e-01  9.601431e-01  9.391625e-01  1.128168e+00  1.399898e+00  1.502535e+00  1.941753e+00  1.118340e+00  9.981062e-01  9.998393e-01  2.716513e-01  3.237715e-01 -2.698233e-01  3.136808e-01  6.976282e-02 -2.350244e+00 -9.227864e-02 -2.627654e-02 -2.061199e+00  2.053820e-01 -2.196665e+00 -4.498158e-01  4.528057e-02  1.204679e+00 -3.073968e-01  1.548006e-01 -6.587053e-01  6.385221e-02  7.267734e-01  6.535684e-02  1.114265e-01  1.057953e+00 -4.878929e-02  5.930027e-01  2.764781e-01  3.077570e-01  3.309028e-01  4.023309e-01  2.788104e-01  8.120368e-01  5.869692e-01
"7" 2109 "Gsteig" "Luetschine"  379.0  585 2050 17.40 "ENG" "Engelberg" 1035 NA NA  0.9415480  0.9184221  0.8299564  0.7592481  0.7440914  0.8162510  0.8647252  0.8348356  0.8983054  1.0236402  1.2095966  1.5355181  1.8614440  2.2203682  2.5247050  2.8854486  3.5064799  4.3908408  5.4495419  6.7585953  7.1968854  7.9497609  8.8276732  9.1856247  9.4306165  9.8987946 10.1261489 10.2651109 10.3150506  9.9770997  9.7859063  9.7464339  8.8722569  8.3055121  7.2285063  6.1495264  5.4359479  4.8096118  4.0659146  3.2784765  2.9720320  2.3054213  1.9471408  1.9993734  1.6781993  1.5684456  1.4430393  1.2513295  1.1023171  1.0455990  1.0102915  1.0244331 0.52986305 0.62586970 0.63758260 0.49037766 0.68768495 0.85111293 0.46062558 0.38366413 0.61206026 0.65022296 0.66350778 0.48100973 0.60069911 0.58573345 0.62323000 0.50429668 0.57151167 0.37782472 0.53655405 0.52398945 0.45541508 0.47255526 0.39401702 0.47181598 0.32142097 0.44487471 0.43516704 0.29945721 0.43238433 0.39250119 0.24108320 0.33990805 0.25554312 0.28493814 0.14096239 0.28511666 0.32035572 0.35357175 0.39251386 0.30187073 0.35053217 0.37864776 0.30239829 0.69943544 0.41362630 0.52964676 0.59934958 0.62243300 0.47287587 0.56242864 0.42263923 0.56685376 0.43993082 0.34939539 0.61861035 0.63266106 0.51266745 0.28892198 0.09244941 0.40805594 0.41619011 0.33252644 0.32645510 0.23052814 0.22979612 0.40863974 0.36907249 0.22775477 0.31505828 0.12103804 0.26943967 0.21522761 0.27340414 0.24074766 0.17160357 0.20950334 0.09836708 0.19525782 0.26753601 0.15711715 0.17322472 0.17975356 0.08191519 0.09284008 0.09778293 0.04002355 0.05126459 0.19982622 0.16899727 0.10111300 0.21038535 0.17220912 0.05483234 0.19010763 0.21331668 0.27280495 0.38892021 0.27767128 0.41433186 0.65085492 0.57361274 0.21014566 0.18462800 0.31011549  3.170837e-01  1.525987e-01  1.924041e-01  3.400480e-01  1.943884e-01  1.040034e-01  2.783580e-01  4.423044e-01  3.268983e-01  3.181900e-01  3.141880e-01  3.787917e-01  1.498848e-01  1.391595e-01 -5.921538e-02 -2.658986e-01 -4.492169e-01 -1.392048e+00 -2.005787e+00 -2.926411e+00 -2.374067e+00 -4.710083e+00 -3.618304e+00 -4.006804e+00 -4.894232e+00 -5.671882e+00 -5.211245e+00 -2.252859e+00 -3.616248e+00 -3.138693e+00 -2.565017e+00 -3.453730e+00 -2.722621e+00 -3.760335e+00 -1.783743e+00 -1.295205e+00 -1.399998e+00 -1.382077e+00 -1.747517e-01  4.570843e-02 -1.808454e-02 -4.515996e-01  5.121139e-01 -2.838729e-01  3.371590e-01  9.319227e-02  1.923813e-01  1.864015e-01  4.066889e-01  2.406233e-01  4.063723e-01  3.151415e-01
"8" 2224 "Hinterrhein" "Hinterrhein"   53.7 1584 2360 17.20 "ANT" "Andermatt" 1442 NA NA  0.8327981  0.7734330  0.7272909  0.6914515  0.6532933  0.6192284  0.6035446  0.5968520  0.5980959  0.6232507  0.6732360  0.7947683  0.9961155  1.3318428  1.5715780  1.9823914  2.8535979  4.7146260  6.2778179  8.5781606  9.5495945 11.2102219 13.1913796 13.6103458 14.7306504 14.8607716 15.0150303 14.1727780 13.6194417 11.5765697 11.2330546 11.7277559 10.1043910  9.8154344  9.0033632  8.3259825  7.5209781  6.1899365  6.3259038  5.0071574  4.4735559  3.7296877  2.8311246  2.6262920  2.3221134  2.0883851  1.5733944  1.3606852  1.1945014  1.0862462  1.0226743  0.8932257 0.91758387 0.93915102 0.93340645 0.98133323 0.99134154 1.00132014 0.99242012 0.99333538 0.94682590 0.94329578 0.99174374 0.95271476 0.75810021 0.85586616 0.89755452 0.59149737 0.63503259 0.60377272 0.40559481 0.42751228 0.37476128 0.30919848 0.53582718 0.30920279 0.36101510 0.36253332 0.40144308 0.39128313 0.69646556 0.24197377 0.53767096 0.59515510 0.21604060 0.32632282 0.25786724 0.28467321 0.23590574 0.21494560 0.44766113 0.25953409 0.50008503 0.36992755 0.19023231 0.36876012 0.40684311 0.33031701 0.31607764 0.68418827 0.51313987 0.85211124 0.59098075 0.38785618 0.87724786 0.92380767 0.93164178 0.94066203 0.95445094 0.94976273 0.96899570 0.96499829 0.88849432 0.77104217 0.84169776 0.57382036 0.22765822 0.55395854 0.50494506 0.33790240 0.29295635 0.17222169 0.18762376 0.14787023 0.17605764 0.09833313 0.24214137 0.07464207 0.10248496 0.10234783 0.16451938 0.18535274 0.16043466 0.19159651 0.24393111 0.19617634 0.07672020 0.08296212 0.09582577 0.10066764 0.09859855 0.03779204 0.15658842 0.26476579 0.21335035 0.28975713 0.12507955 0.17403722 0.24689201 0.09254054 0.53103118 0.59444844 0.78536094 0.86513278 0.19164078 0.48161134 -5.385626e-03  9.617437e-04  1.504216e-02 -2.781444e-02 -1.998566e-02 -3.613314e-02 -4.892947e-03  1.626872e-02  2.705701e-02  7.993789e-02  6.714686e-02  9.510848e-02 -7.558847e-02  1.813129e-01 -3.960366e-03  3.674931e-01 -4.627459e-02 -1.671429e+00 -1.752070e+00 -3.795220e+00 -5.248705e+00 -5.206222e+00 -6.930896e+00 -6.839817e+00 -5.138787e+00 -3.119540e+00 -6.236763e+00 -3.506613e+00 -8.444050e+00 -1.064362e+00 -5.765666e+00 -7.398204e+00  3.609438e+00  2.344670e+00 -3.596744e+00 -7.283952e+00 -2.398151e+00  2.933046e-01 -5.491150e+00 -1.468683e+00 -1.558970e+00 -2.171439e+00  9.233259e-02 -1.265160e-02  4.271021e-01  3.502451e-01  8.013360e-01  3.812977e-01  5.425136e-01  7.668534e-02  5.627756e-01  4.819457e-01
