"Q_Nr" "Station_Q" "River" "area" "elev_s" "elev_ezg" "Glacier" "C_Nr" "Station_C" "elev" "start" "end" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6" "p.7" "p.8" "p.9" "p.10" "p.11" "p.12" "p.13" "p.14" "p.15" "p.16" "p.17" "p.18" "p.19" "p.20" "p.21" "p.22" "p.23" "p.24" "p.25" "p.26" "p.27" "p.28" "p.29" "p.30" "p.31" "p.32" "p.33" "p.34" "p.35" "p.36" "p.37" "p.38" "p.39" "p.40" "p.41" "p.42" "p.43" "p.44" "p.45" "p.46" "p.47" "p.48" "p.49" "p.50" "p.51" "p.52" "coeff.1" "coeff.2" "coeff.3" "coeff.4" "coeff.5" "coeff.6" "coeff.7" "coeff.8" "coeff.9" "coeff.10" "coeff.11" "coeff.12" "coeff.13" "coeff.14" "coeff.15" "coeff.16" "coeff.17" "coeff.18" "coeff.19" "coeff.20" "coeff.21" "coeff.22" "coeff.23" "coeff.24" "coeff.25" "coeff.26" "coeff.27" "coeff.28" "coeff.29" "coeff.30" "coeff.31" "coeff.32" "coeff.33" "coeff.34" "coeff.35" "coeff.36" "coeff.37" "coeff.38" "coeff.39" "coeff.40" "coeff.41" "coeff.42" "coeff.43" "coeff.44" "coeff.45" "coeff.46" "coeff.47" "coeff.48" "coeff.49" "coeff.50" "coeff.51" "coeff.52" "var_imp.1" "var_imp.2" "var_imp.3" "var_imp.4" "var_imp.5" "var_imp.6" "var_imp.7" "var_imp.8" "var_imp.9" "var_imp.10" "var_imp.11" "var_imp.12" "var_imp.13" "var_imp.14" "var_imp.15" "var_imp.16" "var_imp.17" "var_imp.18" "var_imp.19" "var_imp.20" "var_imp.21" "var_imp.22" "var_imp.23" "var_imp.24" "var_imp.25" "var_imp.26" "var_imp.27" "var_imp.28" "var_imp.29" "var_imp.30" "var_imp.31" "var_imp.32" "var_imp.33" "var_imp.34" "var_imp.35" "var_imp.36" "var_imp.37" "var_imp.38" "var_imp.39" "var_imp.40" "var_imp.41" "var_imp.42" "var_imp.43" "var_imp.44" "var_imp.45" "var_imp.46" "var_imp.47" "var_imp.48" "var_imp.49" "var_imp.50" "var_imp.51" "var_imp.52"
"11" 2413 "Klosters" "Landquart"  112.0 1317 2332  8.00 "CHU" "Chur"  556 NA NA  1.918511  1.628974  1.221127  1.518511  1.789135  2.392958  1.650302  1.860362  1.301006  1.202817  1.894567  1.739034  1.786117  1.889336  1.759356  1.344266  1.575855  1.906640  1.761569  1.892857  2.655754  2.445635  3.171032  3.149405  2.940675  2.668056  3.079563  3.377579  3.463690  2.634722  3.078373  3.667063  2.845833  3.312103  3.296627  2.997619  2.825992  2.058929  2.756349  2.325198  1.659325  1.793849  1.820437  1.961706  2.021627  3.106151  1.785913  1.657143  1.756151  1.773611  2.015476  1.379630  7.106402e-03  8.064847e-03  3.169039e-03 -7.340413e-03 -4.447509e-03  3.051752e-03  4.917070e-03  6.324385e-04 -1.201279e-03  1.279297e-03  6.742532e-04  1.271720e-02  1.762487e-02  1.107792e-02  4.926180e-02  7.500681e-02  1.137109e-02  9.115562e-02  1.053645e-01  3.255434e-01  3.182343e-01  2.777346e-01  2.393949e-01  2.614105e-01  3.809112e-01  2.861949e-01  2.974232e-01  3.935619e-01  2.893517e-01  2.799556e-01  1.959701e-01  3.496612e-01  2.348052e-01  2.493280e-01  2.844180e-01  1.386148e-01  1.593185e-01  2.392435e-01  1.269538e-01  1.862834e-01  1.382848e-01  2.167486e-01  2.450913e-02  5.940883e-02  9.274284e-03  6.138956e-02  3.722321e-03  7.181336e-03  1.332980e-02  8.682302e-03  5.995840e-03  1.948112e-02 1.491081e-02 3.135550e-02 4.922025e-03 6.990381e-03 5.954923e-03 3.747033e-02 1.229976e-02 4.784688e-02 1.659397e-03 4.372617e-04 9.547558e-04 6.405838e-03 4.235016e-03 1.110030e-02 2.045100e-02 6.667431e-03 1.633067e-03 4.551513e-03 1.513461e-02 3.139116e-02 5.466892e-02 1.489261e-02 2.920802e-02 1.493060e-02 4.055385e-02 1.084826e-02 2.154246e-02 4.700737e-02 7.100914e-02 2.929013e-02 3.151847e-02 1.592168e-01 7.500303e-02 1.280216e-01 2.497808e-01 7.980616e-02 9.465251e-02 2.037616e-01 1.402653e-01 1.753564e-01 1.028565e-01 1.625421e-01 4.671819e-03 6.853406e-02 5.361807e-03 1.938635e-01 2.241485e-02 2.239624e-02 4.567878e-02 1.161596e-02 6.212185e-03 3.029696e-02
"12" 2430 "Sumvitg" "Rein da Sumvitg"   21.8 1490 2450  6.70 "ANT" "Andermatt" 1442 NA NA  4.347985  3.656960  3.457143  3.449267  3.554579  5.018315  3.977839  3.825641  3.525641  3.213004  3.473260  4.428571  4.020147  4.405861  3.752381  3.968681  4.104396  5.123993  3.265568  4.684615  4.583333  4.428205  5.426007  4.589377  4.471429  3.933150  4.572161  4.301465  4.318132  2.935348  3.834066  4.925641  4.093040  4.739744  4.256502  4.245421  3.760256  4.315201  5.180586  4.723077  3.732601  3.989377  3.771062  4.235714  4.946337  5.687729  3.976740  3.847436  3.689377  3.972527  4.648168  3.276959 -1.657143e-03 -6.456515e-04  1.024107e-04  5.350493e-03  1.335671e-03 -2.008914e-03  3.851462e-04 -4.044299e-04 -1.861852e-03  1.224344e-03 -3.770777e-03  2.484812e-03  2.508316e-02  8.054164e-03  4.092478e-04  4.451219e-03  7.623209e-03  1.354862e-01  8.536746e-02  1.702902e-01  3.840934e-01  3.245403e-01  3.892433e-01  6.423287e-01  4.625605e-01  3.998628e-01  6.075024e-01  7.797914e-01  8.039008e-01  4.558386e-01  5.401788e-01  7.504061e-01  6.461018e-01  4.913980e-01  6.179858e-01  6.200130e-01  7.398235e-01  4.918499e-01  5.415933e-01  4.015922e-01  5.119933e-01  4.123559e-01  2.222786e-01  1.366741e-01  4.746021e-02  8.954688e-02  1.247161e-02  7.545373e-03  3.132853e-03  5.503348e-03  1.066776e-03  6.702187e-03 5.479255e-03 2.108843e-03 6.686122e-04 1.753194e-02 7.275245e-03 3.022665e-03 1.056107e-04 5.493029e-03 7.059439e-04 3.511563e-03 5.565891e-03 6.128724e-03 4.687320e-02 5.347200e-03 1.472635e-02 1.079686e-02 6.497220e-03 6.069031e-02 1.859554e-02 1.248112e-02 4.459937e-02 2.196556e-02 3.114202e-02 1.122456e-01 4.858251e-02 3.292219e-02 6.457111e-02 1.387896e-01 1.184151e-01 5.818403e-02 1.682974e-01 2.649802e-01 3.265361e-01 2.896854e-01 3.805423e-01 3.135022e-01 3.783339e-01 3.945670e-01 3.642564e-01 3.442835e-01 4.481380e-01 1.368161e-01 1.286513e-01 1.250194e-01 4.330058e-02 3.279933e-01 2.858593e-02 2.986892e-03 2.221393e-03 2.227925e-03 7.002780e-03 2.774916e-02
"13" 2481 "Buochs" "Engelberger Aa"  227.0  443 1620  4.30 "ENG" "Engelberg" 1035 NA NA  3.388807  3.230339  2.805596  2.931517  2.835493  3.733726  3.360530  2.752577  2.937408  3.044330  2.795287  3.436524  3.526215  4.190133  4.287923  3.895582  3.812518  4.309867  4.102504  4.618409  4.743152  5.670839  6.244330  6.673490  6.445950  5.889838  5.976583  6.867747  5.867010  6.130339  5.783358  6.396171  5.386303  5.965685  4.907069  4.435863  4.445238  4.038690  4.166815  3.715774  3.468006  3.168304  3.777083  3.618452  3.464881  3.977679  3.183036  3.243155  3.220089  3.231994  3.570833  3.170732  6.958694e-02  1.163790e-01  4.323674e-02  4.754513e-02  5.264271e-02  5.156331e-02  9.314534e-02  8.713655e-02  4.415404e-02  6.532395e-02  6.233767e-02  1.013714e-01  8.874495e-02  9.607479e-02  1.137478e-01  1.644279e-01  1.667836e-01  2.072099e-01  1.765511e-01  2.900771e-01  1.337346e-01  3.532514e-01  2.674122e-01  2.563012e-01  3.343084e-01  3.920362e-01  3.309677e-01  3.298641e-01  2.811121e-01  3.660283e-01  2.205238e-01  3.299571e-01  3.152772e-01  4.367133e-01  2.166104e-01  2.784565e-01  3.247967e-01  2.467580e-01  2.953675e-01  2.683221e-01  2.814521e-01  2.007172e-01  1.285037e-01  1.554047e-01  1.363424e-01  1.814386e-01  1.425233e-01  8.299690e-02  5.473324e-02  1.125964e-01  7.460387e-02  1.472563e-01 1.014127e-01 2.432899e-01 3.054905e-02 6.372692e-02 9.994148e-02 1.328274e-01 2.111341e-01 2.730639e-01 7.228140e-02 7.097753e-02 6.596633e-02 1.315160e-01 5.494888e-02 3.846394e-02 5.139006e-02 4.356375e-02 5.314563e-02 6.187717e-02 4.819067e-02 6.993798e-02 1.961707e-02 1.245603e-01 7.392834e-02 9.668861e-02 1.463018e-01 1.627559e-01 1.808364e-01 2.374722e-01 1.602510e-01 2.542886e-01 1.366884e-01 2.964448e-01 3.150387e-01 4.824089e-01 2.263385e-01 3.024389e-01 3.285794e-01 3.159725e-01 3.904115e-01 3.316295e-01 4.198357e-01 1.631271e-01 2.028798e-01 1.851687e-01 2.009310e-01 4.320977e-01 2.252901e-01 1.070469e-01 9.123708e-02 2.244183e-01 1.753187e-01 2.912763e-01
"14" 2151 "Oberwil " "Simme"  344.0  777 1640  3.70 "BER" "Bern"  552 NA NA  2.131056  1.942547  1.693478  2.239441  1.646584  2.196894  1.965373  1.671584  2.046429  1.829969  1.694410  2.391149  2.200155  2.915683  2.596584  2.223447  2.771429  3.125155  3.250621  3.176863  3.624224  3.973137  4.254348  3.904037  3.736180  3.307453  4.029969  3.897050  3.535714  3.074689  3.384006  4.245652  3.454193  3.780435  3.188820  2.827630  3.395290  3.066562  3.263579  2.450706  2.412559  2.412245  2.827786  2.734066  2.334851  2.891837  2.144584  2.259498  2.292465  1.947881  2.126688  2.162332  1.579920e-01  2.437937e-01  8.969721e-02  8.403872e-02  1.252470e-01  1.929422e-01  2.293930e-01  2.155430e-01  1.004539e-01  1.843378e-01  1.391121e-01  1.882690e-01  2.511911e-01  1.411809e-01  1.346553e-01  1.399430e-01  2.012578e-01  2.042457e-01  2.179860e-01  7.515358e-02  1.107273e-01  1.884784e-01  2.384817e-01  1.728510e-01  1.408178e-01  2.395563e-01  1.844967e-01  1.342469e-01  1.358574e-01  1.858694e-01  9.469426e-02  1.994999e-01  1.387492e-01  2.736620e-01  1.644707e-01  1.725387e-01  1.461012e-01  2.349101e-01  1.484587e-01  1.548880e-01  2.787010e-01  1.241111e-01  1.458143e-01  2.049241e-01  2.556692e-01  2.102640e-01  9.360671e-02  2.315768e-01  1.469455e-01  1.416326e-01  8.154683e-02  1.585240e-01 1.547024e-01 2.886580e-01 1.185271e-01 1.307619e-01 1.809265e-01 2.007568e-01 1.767470e-01 2.891157e-01 1.092738e-01 1.989355e-01 9.359035e-02 1.393136e-01 1.326151e-01 3.520650e-02 3.339170e-02 1.914257e-02 6.944499e-02 3.747890e-02 1.086131e-01 5.840994e-03 2.002805e-02 5.945270e-02 1.275172e-01 9.607270e-02 8.846632e-02 1.779365e-01 1.915471e-01 9.125009e-02 9.497823e-02 1.677242e-01 8.420452e-02 3.857909e-01 1.786482e-01 2.856106e-01 1.924202e-01 2.640118e-01 2.445708e-01 2.543876e-01 2.250314e-01 1.698182e-01 3.690001e-01 1.272279e-01 1.688065e-01 2.849850e-01 2.474719e-01 2.785178e-01 1.263731e-01 1.820311e-01 1.895446e-01 1.400019e-01 7.833268e-02 2.263370e-01
"15" 2319 "Zernez" "Ova da Cluozza"   26.9 1509 2368  2.20 "SIA" "Segl-Maria" 1798 NA NA  1.528571  1.712000  1.309714  1.763143  1.174000  1.570286  1.161429  1.507143  1.647143  1.302000  1.444000  1.787143  2.330857  2.861714  2.191429  2.103429  2.205714  3.780857  2.506000  3.057714  3.699714  2.637714  4.068571  3.371143  3.810286  3.309244  3.826611  3.601681  3.798039  3.217647  3.614566  3.862465  3.288235  4.164146  4.623529  2.962185  3.807563  2.905602  3.317927  3.860784  3.139216  2.675910  1.920168  3.718487  2.967787  4.532213  2.038095  2.207563  1.774571  1.251429  2.138000  1.575111 -6.169199e-04 -1.411002e-03  1.390550e-03  8.560912e-04  3.171787e-06  3.316270e-04 -3.901451e-03 -1.324039e-03 -4.140710e-03 -4.878622e-03 -3.457874e-03 -1.233337e-02  6.992288e-02 -2.701237e-03 -1.009577e-02  2.236314e-02  5.995628e-02  1.948587e-01  1.410069e-01  2.512473e-01  1.841282e-01  9.274687e-02  1.561155e-01  3.212895e-01  1.096212e-01  2.355155e-01  2.005472e-01  2.027744e-01  2.868632e-01  3.031533e-01  1.200714e-01  2.272260e-01  2.383620e-01  2.376682e-01  2.012164e-01  2.947685e-01  2.454316e-01  2.180838e-01  2.126331e-01  1.490634e-01  1.847484e-01  1.782900e-01  1.125424e-01  5.383277e-02  7.025929e-02  7.139014e-02 -2.734542e-02  5.997355e-03 -1.932861e-03  9.312813e-03  4.347111e-03  1.369588e-03 2.655444e-02 6.131272e-03 1.117727e-02 9.924434e-03 3.165852e-04 4.509252e-05 5.078354e-02 2.143173e-03 2.642810e-03 2.245722e-02 1.185263e-02 2.282268e-02 2.654842e-01 2.152436e-02 3.982314e-02 1.184820e-02 1.293523e-02 1.794696e-01 2.298739e-02 9.169005e-02 7.789777e-02 6.307898e-03 2.795812e-02 8.898204e-02 1.309189e-02 7.254761e-02 3.676922e-02 7.838584e-02 3.128374e-01 1.322493e-01 8.168864e-02 1.479541e-01 2.315356e-01 4.660814e-01 4.427603e-01 3.451714e-01 5.967357e-01 3.672361e-01 5.719025e-01 2.380933e-01 5.106614e-01 3.266004e-01 2.807903e-01 1.733580e-01 2.354653e-01 4.977986e-01 4.398672e-02 1.614286e-02 1.914282e-03 6.747723e-03 5.300088e-03 4.138548e-02
"16" 2327 "Davos" "Dischmabach"   43.3 1668 2372  2.10 "SIA" "Segl-Maria" 1798 NA NA  1.484840  1.677551  1.356851  1.803207  1.200875  1.548105  1.136443  1.528571  1.614869  1.255394  1.469679  1.908746  2.253061  2.801749  2.120991  1.955977  2.281924  3.919242  2.410496  3.038192  3.807872  2.491545  4.268222  3.394169  3.776385  3.330904  3.904082  3.686006  3.936735  3.208619  3.722000  3.728286  3.285143  4.509714  4.700857  3.020117  3.951020  2.949854  3.444606  3.869971  3.248397  2.707580  1.924490  3.867638  2.793586  4.600000  2.104082  2.254519  1.766181  1.213411  2.162974  1.523838 -5.009011e-04  2.439511e-03  3.369688e-03 -3.336226e-04  6.520179e-03 -1.543962e-03  3.640994e-03  2.636331e-03  3.946774e-03  1.539808e-02 -2.293691e-04  8.427192e-04  5.000484e-02  1.156098e-03 -5.534256e-03  2.591719e-03  4.075720e-02  1.639765e-01  9.082521e-02  2.651974e-01  1.200660e-01  2.715394e-01  7.085991e-02  2.098580e-01  3.536657e-02  2.083341e-01  2.318432e-01  7.349325e-02  1.853073e-01  1.914525e-01  5.757367e-02  1.235461e-01  1.626496e-01  1.568037e-01  8.248897e-02  1.405789e-01  1.506213e-01  8.473128e-02  9.146608e-02  8.512157e-02  8.909346e-02  1.012899e-01  1.656628e-02  2.329544e-02  1.665129e-02  2.303314e-02 -5.657526e-03  7.848126e-03  3.065095e-03  3.402231e-03  1.053349e-02  1.249755e-02 1.207220e-02 5.693576e-03 2.281793e-02 2.170192e-03 3.018328e-03 2.020284e-02 6.584390e-03 2.943575e-02 1.834875e-02 2.230641e-02 7.124147e-05 2.519079e-03 1.456867e-01 1.353023e-03 2.711147e-02 9.558383e-04 5.034393e-03 1.004767e-01 9.887880e-03 1.181171e-01 2.392110e-02 3.441585e-02 4.492398e-03 2.358681e-02 4.487500e-03 2.558948e-02 1.606221e-02 7.367626e-03 1.392547e-01 2.328154e-02 8.719886e-03 2.468295e-02 6.069989e-02 1.789280e-01 9.936576e-02 7.791746e-02 3.474468e-01 6.929674e-02 2.262763e-01 1.339957e-01 1.982058e-01 1.621335e-01 1.997610e-02 3.122527e-02 1.975605e-02 2.119628e-01 2.723883e-02 3.676471e-03 1.263121e-03 7.497818e-04 5.110430e-02 1.165380e-02
"17" 2141 "Tiefencastel" "Albula"  529.0  837 2120  1.90 "SIA" "Segl-Maria" 1798 NA NA  1.602795  1.572981  1.411180  1.645342  1.132919  1.620963  1.443168  1.525155  1.855745  1.431056  1.291149  1.873602  2.174068  2.656988  2.163975  2.150776  2.410714  3.356366  2.321273  3.150776  3.469255  2.796118  3.849845  3.340683  3.675776  3.331522  3.833540  3.661025  3.854348  3.097981  3.700776  3.796894  3.549689  4.343634  3.824224  2.918524  3.505181  3.056201  3.372671  3.450932  2.461025  2.414441  2.906211  3.718478  3.255901  3.642702  2.133385  1.983696  2.017702  1.481366  2.199689  1.398928  2.013165e-03  1.182337e-03  1.062740e-03  1.067364e-03 -8.216618e-04 -4.066444e-04  2.977584e-03  1.961593e-03 -2.934489e-03  2.429845e-03  9.545807e-04 -4.285165e-03  3.097258e-02  2.030930e-04  4.540166e-03  1.060297e-02  2.338885e-03  7.458005e-02  4.813543e-02  1.484694e-01  9.663122e-02  1.717464e-01  8.901873e-02  1.920787e-01  1.169533e-01  1.020503e-01  8.385806e-02  9.571334e-02  9.564264e-02  1.362507e-01  5.161764e-02  9.280200e-02  8.625262e-02  1.151985e-01  7.491988e-02  1.106854e-01  1.063452e-01  1.059017e-01  8.139711e-02  8.799167e-02  6.068630e-02  7.976419e-02  5.997087e-02  4.170187e-02  1.722298e-02  4.218861e-02  1.020878e-02  1.699232e-02  6.086437e-03  1.245850e-02  4.194608e-03  7.254730e-03 1.720800e-02 5.485523e-03 5.792688e-04 9.822427e-03 1.098068e-03 8.809984e-03 4.008192e-03 2.127474e-02 1.539901e-03 7.450907e-03 2.484927e-03 4.642321e-03 6.273771e-02 8.380708e-03 1.108008e-02 1.085808e-03 5.546745e-03 6.785802e-02 7.789801e-03 5.303016e-02 2.972121e-02 2.415643e-02 2.314953e-02 6.173013e-02 2.957413e-02 1.684999e-02 8.268013e-03 1.801835e-02 7.301436e-02 3.033663e-02 2.092954e-02 7.526094e-02 4.858395e-02 1.478575e-01 1.124671e-01 1.530469e-01 2.276221e-01 1.731995e-01 1.349027e-01 1.837579e-01 1.453885e-01 1.948990e-01 1.241601e-01 1.944985e-01 4.565505e-02 2.642749e-01 8.489659e-02 2.262203e-02 7.734781e-03 2.340583e-02 1.227087e-02 1.312603e-02
"18" 2084 "Ingenbohl" "Muota"  316.0  438 1360  0.08 "ENG" "Engelberg" 1035 NA NA  3.340030  3.187202  2.833333  2.962054  2.865030  3.743304  3.295536  2.674702  2.963095  3.007440  2.807887  3.419643  3.516369  4.231399  4.218601  3.881845  3.796429  4.354762  4.091667  4.626935  4.726190  5.697768  6.179613  6.687500  6.440030  5.897321  5.949405  6.876488  5.887054  6.145833  5.834077  6.407292  5.368452  5.968899  4.880952  4.394135  4.426767  4.005113  4.198346  3.619098  3.484211  3.106316  3.780301  3.634135  3.432180  3.989925  3.137293  3.266767  3.220902  3.227218  3.573083  3.101184  1.539379e-01  2.021983e-01  9.501776e-02  6.780040e-02  1.176267e-01  1.189338e-01  2.729085e-01  2.112432e-01  1.273662e-01  1.530293e-01  2.013632e-01  3.017041e-01  2.144467e-01  1.571434e-01  2.719577e-01  3.069105e-01  3.422831e-01  3.286687e-01  2.972805e-01  3.551737e-01  2.722828e-01  5.965195e-01  4.691443e-01  2.423819e-01  3.728404e-01  5.104302e-01  3.562710e-01  3.595975e-01  3.781923e-01  4.697621e-01  3.225925e-01  4.917209e-01  4.170884e-01  5.345646e-01  3.420240e-01  4.788371e-01  4.507843e-01  3.337919e-01  4.780340e-01  4.243571e-01  4.617655e-01  3.716881e-01  2.524390e-01  3.008923e-01  3.928606e-01  4.526921e-01  3.184751e-01  1.897954e-01  1.442704e-01  2.385579e-01  1.504189e-01  2.811584e-01 1.242772e-01 2.693446e-01 7.218054e-02 6.290547e-02 1.727294e-01 1.476028e-01 2.959561e-01 3.353309e-01 1.323137e-01 9.827721e-02 1.059887e-01 2.212596e-01 5.775018e-02 2.267004e-02 7.122987e-02 4.372722e-02 5.923338e-02 5.328228e-02 5.456056e-02 5.211219e-02 4.753046e-02 2.267295e-01 1.465004e-01 4.227555e-02 1.376071e-01 1.608550e-01 1.719267e-01 1.547408e-01 1.622821e-01 2.246794e-01 1.732263e-01 2.937970e-01 2.937501e-01 3.718032e-01 1.970867e-01 3.288896e-01 2.987375e-01 1.971588e-01 4.342543e-01 3.199631e-01 4.110480e-01 2.696816e-01 2.772454e-01 2.180678e-01 4.591326e-01 4.959121e-01 2.509899e-01 1.694837e-01 1.596635e-01 2.860566e-01 2.190196e-01 3.016405e-01
"19" 2232 "Adelboden" "Allenbach"   28.8 1297 1856  0.00 "BER" "Bern"  552 NA NA  2.176871  2.213832  1.728345  2.485488  1.400454  2.604762  2.171655  1.872109  2.245578  1.457823  1.824717  2.548980  2.407256  2.906803  2.768481  2.238322  2.931293  3.070522  3.327891  3.148526  3.619501  3.779138  4.455329  3.717007  3.717687  3.099093  3.786395  4.042404  3.167347  2.793197  3.389342  4.623810  3.655329  3.801361  3.247619  2.919124  3.446544  2.904147  3.080415  2.571889  2.415438  2.490783  2.481567  2.848157  2.085023  3.275806  2.325806  2.422350  2.308525  2.372811  2.347235  2.348902  4.498867e-02  1.594840e-01  4.148404e-02  1.493652e-02  1.626952e-02  7.289037e-02  1.120786e-01  3.843863e-02  1.890619e-02  5.904773e-02  7.017807e-02  4.680775e-02  2.299247e-01  5.283537e-02  2.344151e-02  3.125426e-02  2.660392e-01  2.934496e-01  2.492738e-01  3.025264e-01  1.371618e-01  2.557947e-01  3.048915e-01  1.904081e-01  7.194252e-02  2.405525e-01  2.172870e-01  1.390426e-01  3.081080e-01  1.533818e-01  1.190407e-01  2.081124e-01  1.787477e-01  3.558937e-01  1.998296e-01  1.906886e-01  1.213744e-01  2.051125e-01  1.346228e-01  1.198393e-01  2.606649e-01  1.826749e-01  1.261196e-01  2.259793e-01  2.504854e-01  1.933170e-01 -1.183865e-02  1.119320e-01  9.638952e-02  4.626758e-02  2.567104e-02  6.227780e-02 3.025282e-02 2.460635e-01 6.792945e-02 8.725431e-03 4.155357e-03 7.236866e-02 8.582776e-02 3.839964e-02 1.758817e-02 3.782638e-02 5.388378e-02 7.688152e-03 5.462760e-02 3.843375e-03 1.066296e-02 3.900518e-02 3.446297e-02 1.633779e-02 4.739379e-02 3.529478e-02 1.883169e-02 1.561620e-02 2.974246e-02 3.389214e-02 4.078812e-03 7.018987e-02 9.761178e-02 3.934861e-02 1.572854e-01 4.979433e-02 4.499340e-02 1.665120e-01 1.874516e-01 2.778338e-01 1.292364e-01 1.667949e-01 1.141610e-01 2.663436e-01 1.683377e-01 1.101034e-01 1.487529e-01 1.336108e-01 7.045954e-02 2.776202e-01 2.247363e-01 2.995630e-01 4.904190e-02 5.384580e-02 1.100773e-01 2.893068e-02 2.758207e-02 6.206223e-02
"20" 2112 "Appenzell" "Sitter"   74.2  769 1252  0.00 "SAE" "Saentis" 2502 NA NA  8.459547  7.606365  6.857992  6.479491  6.478925  7.450778  7.471287  6.241286  5.850143  6.133286  6.206571  7.243847  6.253182  7.093918  7.341301  5.832673  5.938897  5.762801  6.538048  5.332249  5.909194  6.942291  8.425884  8.281754  8.056860  7.824187  8.028006 10.000566  9.208628  9.483310  8.259264  9.460679  7.678784  9.083593  7.832249  8.093286  8.095714  6.601571  6.468000  7.002000  5.367000  6.273143  6.478857  6.616000  6.916143  8.129429  6.518571  6.911714  8.467571  7.555429  7.952714  7.986139  1.866854e-01  3.134063e-01  1.194107e-01  1.503426e-01  2.106831e-01  1.684859e-01  1.582914e-01  1.628390e-01  2.113044e-01  1.979381e-01  1.681482e-01  2.504781e-01  1.600741e-01  3.143654e-01  2.108306e-01  1.839542e-01  2.501181e-01  2.277962e-01  3.250247e-01  2.553826e-01  4.210729e-01  4.935326e-01  4.073748e-01  2.976578e-01  3.886044e-01  4.052970e-01  3.421839e-01  3.171522e-01  3.139933e-01  3.591007e-01  3.350668e-01  3.470181e-01  3.148839e-01  3.908481e-01  3.808193e-01  2.664883e-01  2.197020e-01  3.124872e-01  3.886905e-01  2.225554e-01  3.152552e-01  1.486261e-01  1.599415e-01  1.593163e-01  2.293059e-01  3.217754e-01  2.635865e-01  2.260077e-01  1.446964e-01  1.749582e-01  1.558340e-01  2.757306e-01 3.828689e-01 5.561635e-01 1.590386e-01 3.240948e-01 4.482897e-01 2.429424e-01 3.422814e-01 2.604794e-01 3.837116e-01 2.859331e-01 2.300518e-01 3.019552e-01 7.582392e-02 2.624358e-01 1.479817e-01 1.043532e-01 1.439684e-01 1.460723e-01 3.076388e-01 1.426604e-01 2.876241e-01 4.099046e-01 4.663375e-01 2.087159e-01 3.141034e-01 4.446440e-01 2.876283e-01 2.653617e-01 3.265480e-01 3.864801e-01 4.017585e-01 4.126740e-01 4.131298e-01 4.464378e-01 4.563758e-01 4.195117e-01 2.662300e-01 3.858138e-01 5.791770e-01 4.353838e-01 4.156207e-01 2.940146e-01 3.131658e-01 3.153235e-01 4.269009e-01 5.964793e-01 4.186472e-01 4.201459e-01 3.023669e-01 4.896976e-01 3.752640e-01 4.465568e-01
"21" 2179 "Sensematt" "Sense"  553.0  352 1068  0.00 "BER" "Bern"  552 NA NA  2.048908  1.991261  1.687059  2.364874  1.612941  2.298655  1.920840  1.700168  2.076975  1.745714  1.809580  2.437143  2.194286  2.895966  2.579328  2.157983  2.797647  3.007059  3.181849  3.075630  3.501176  3.965714  4.248067  3.932101  3.808235  3.340672  4.085714  4.003025  3.628403  2.959832  3.318655  4.222353  3.469580  3.634790  3.293950  2.913946  3.387925  3.013605  3.225000  2.517687  2.471599  2.375510  2.612075  2.680272  2.196088  3.051701  2.164456  2.314286  2.406803  2.057993  2.018537  2.024884  1.960982e-01  2.176057e-01  1.618630e-01  1.728963e-01  2.130280e-01  2.596586e-01  2.181399e-01  2.592279e-01  1.600368e-01  2.697985e-01  1.790047e-01  2.388370e-01  2.466659e-01  1.527996e-01  2.086843e-01  1.994948e-01  2.150502e-01  2.026641e-01  1.584903e-01  1.468178e-01  1.423508e-01  1.995634e-01  1.780229e-01  1.334183e-01  1.324184e-01  1.800721e-01  1.681585e-01  1.439826e-01  1.331152e-01  1.562868e-01  7.999145e-02  1.752962e-01  1.161580e-01  2.023090e-01  1.572072e-01  1.710893e-01  1.614271e-01  1.758576e-01  1.823470e-01  2.103495e-01  2.328773e-01  2.220387e-01  1.621132e-01  1.928857e-01  2.447792e-01  1.937806e-01  1.871263e-01  2.347738e-01  2.061573e-01  1.652365e-01  1.343232e-01  2.749623e-01 2.582850e-01 4.121963e-01 2.797257e-01 3.833060e-01 3.258222e-01 2.903268e-01 2.530399e-01 3.769422e-01 2.689691e-01 4.231859e-01 2.044197e-01 4.076405e-01 3.518554e-01 1.654448e-01 2.867832e-01 1.976676e-01 2.941335e-01 1.890704e-01 2.972770e-01 1.331615e-01 1.831883e-01 3.183356e-01 2.590559e-01 2.543644e-01 2.572677e-01 3.925213e-01 3.912930e-01 2.331729e-01 2.247306e-01 2.506253e-01 1.831057e-01 4.712323e-01 2.924044e-01 2.938975e-01 4.409141e-01 4.721770e-01 4.126465e-01 3.867908e-01 4.367930e-01 5.136600e-01 5.644669e-01 5.929652e-01 3.222119e-01 5.080591e-01 4.830662e-01 4.411239e-01 3.443668e-01 3.450825e-01 3.555019e-01 2.969635e-01 2.148869e-01 5.551838e-01
