"Q_Nr" "Station_Q" "River" "area" "elev_s" "elev_ezg" "Glacier" "C_Nr" "Station_C" "elev" "start" "end" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6" "p.7" "p.8" "p.9" "p.10" "p.11" "p.12" "p.13" "p.14" "p.15" "p.16" "p.17" "p.18" "p.19" "p.20" "p.21" "p.22" "p.23" "p.24" "p.25" "p.26" "p.27" "p.28" "p.29" "p.30" "p.31" "p.32" "p.33" "p.34" "p.35" "p.36" "p.37" "p.38" "p.39" "p.40" "p.41" "p.42" "p.43" "p.44" "p.45" "p.46" "p.47" "p.48" "p.49" "p.50" "p.51" "p.52" "coeff.1" "coeff.2" "coeff.3" "coeff.4" "coeff.5" "coeff.6" "coeff.7" "coeff.8" "coeff.9" "coeff.10" "coeff.11" "coeff.12" "coeff.13" "coeff.14" "coeff.15" "coeff.16" "coeff.17" "coeff.18" "coeff.19" "coeff.20" "coeff.21" "coeff.22" "coeff.23" "coeff.24" "coeff.25" "coeff.26" "coeff.27" "coeff.28" "coeff.29" "coeff.30" "coeff.31" "coeff.32" "coeff.33" "coeff.34" "coeff.35" "coeff.36" "coeff.37" "coeff.38" "coeff.39" "coeff.40" "coeff.41" "coeff.42" "coeff.43" "coeff.44" "coeff.45" "coeff.46" "coeff.47" "coeff.48" "coeff.49" "coeff.50" "coeff.51" "coeff.52" "var_imp.1" "var_imp.2" "var_imp.3" "var_imp.4" "var_imp.5" "var_imp.6" "var_imp.7" "var_imp.8" "var_imp.9" "var_imp.10" "var_imp.11" "var_imp.12" "var_imp.13" "var_imp.14" "var_imp.15" "var_imp.16" "var_imp.17" "var_imp.18" "var_imp.19" "var_imp.20" "var_imp.21" "var_imp.22" "var_imp.23" "var_imp.24" "var_imp.25" "var_imp.26" "var_imp.27" "var_imp.28" "var_imp.29" "var_imp.30" "var_imp.31" "var_imp.32" "var_imp.33" "var_imp.34" "var_imp.35" "var_imp.36" "var_imp.37" "var_imp.38" "var_imp.39" "var_imp.40" "var_imp.41" "var_imp.42" "var_imp.43" "var_imp.44" "var_imp.45" "var_imp.46" "var_imp.47" "var_imp.48" "var_imp.49" "var_imp.50" "var_imp.51" "var_imp.52"
"11" 2413 "Klosters" "Landquart"  112.0 1317 2332  8.00 "CHU" "Chur"  556 NA NA -0.69175050 -0.54205231 -0.37142857  0.51629779  0.64386318  1.22193159  0.73460765  1.91046278  2.89436620  3.98430584  5.24305835  6.34688129  7.05573441  7.87203219  7.79436620  9.22897384 10.26820926 11.26740443 12.91569416 13.71900794 13.82817460 14.57480159 15.72956349 15.68154762 16.71527778 17.21150794 17.78908730 17.77380952 17.72420635 18.27023810 18.51706349 18.05119048 17.68650794 16.63531746 15.83988095 15.31031746 14.45615079 13.88869048 12.67579365 11.64007937 10.48511905  9.39603175  8.01408730  6.73273810  5.85496032  4.43293651  2.88591270  1.91091270  1.24246032  0.68174603  0.20257937 -0.29737654 -1.041268e-03  6.963183e-04  5.464085e-03  1.305310e-03  1.849563e-03  6.043426e-04  4.547813e-03  6.015901e-03  5.936295e-03  1.534492e-02  1.748025e-02  4.455326e-02  8.832985e-02  8.072251e-02  1.405814e-01  2.287491e-01  3.008371e-01  4.183597e-01  5.327138e-01  8.527739e-01  9.856110e-01  8.192675e-01  9.960173e-01  1.011968e+00  9.291961e-01  7.774355e-01  5.879970e-01  5.553085e-01  2.891095e-01  2.079835e-01  1.395121e-01  1.496940e-01  9.482921e-02  8.303496e-02  6.405556e-02  3.589654e-02  1.097993e-01  6.617608e-02 -3.899892e-03  5.558271e-02  5.039469e-02  1.260316e-01  1.811196e-02  4.841339e-02  4.242692e-02  3.197271e-02  1.794041e-02  1.273930e-02  3.066946e-03  5.651417e-03  1.535615e-02  5.338258e-03 0.0186617329 0.0004975846 0.0367847993 0.0088491165 0.0422435826 0.0033368046 0.0235937267 0.0372776741 0.0556979871 0.2040962952 0.1364066648 0.2795082703 0.3009650284 0.1647219391 0.2605682866 0.3834572516 0.4127946800 0.4000581496 0.4613719234 0.5094485245 0.4645379733 0.3677363705 0.5042751564 0.3083753150 0.2375349571 0.1919024479 0.1330617954 0.1138089286 0.0271098017 0.0130706453 0.0111380509 0.0110159748 0.0152361737 0.0154378115 0.0102072054 0.0039200963 0.0128713803 0.0070511760 0.0008847149 0.0074024426 0.0278537939 0.0728277584 0.0025879730 0.0754701892 0.0291109063 0.0278606824 0.0422791636 0.0228950290 0.0072704849 0.0106210540 0.0873154823 0.0544949261
"12" 2430 "Sumvitg" "Rein da Sumvitg"   21.8 1490 2450  6.70 "ANT" "Andermatt" 1442 NA NA -5.77472527 -5.51575092 -5.57564103 -5.19670330 -5.03717949 -4.54285714 -5.47967033 -4.09194139 -3.08131868 -2.55970696 -0.84285714  0.03076923  1.11465201  1.79926740  1.80915751  2.78589744  4.21300366  5.19120879  6.71025641  7.50073260  8.22893773  8.84890110  9.90238095  9.96483516 11.12637363 11.72637363 12.09633700 12.26776557 12.32930403 12.92216117 13.08736264 12.73827839 12.48919414 11.82490842 10.85146520 10.55146520  9.81245421  9.00347985  7.95714286  7.13223443  6.18864469  5.02875458  3.73882784  2.62124542  1.39670330 -0.20146520 -1.61538462 -2.61098901 -2.95512821 -3.81391941 -4.44468864 -5.16944444  6.643319e-04  5.471595e-04  4.781109e-03  5.203364e-04  2.675107e-03  2.453687e-03  8.301730e-04 -8.994835e-04  7.600646e-04  6.276372e-03  7.460373e-03  2.086671e-02  5.262142e-02  1.141386e-01  1.498763e-01  2.344056e-01  3.599138e-01  7.939332e-01  9.262231e-01  1.259763e+00  1.575052e+00  1.972254e+00  1.858421e+00  1.773038e+00  1.449156e+00  9.576401e-01  1.023702e+00  7.891169e-01  7.907790e-01  6.110131e-01  4.644649e-01  3.994750e-01  1.499824e-02  9.996805e-02  4.550953e-01  7.010254e-01  4.545754e-01 -2.380368e-02  7.006649e-01  3.066604e-01  2.397586e-01  6.479915e-01  3.707202e-01  2.392251e-01  1.906946e-01  6.950608e-02  1.303645e-02  1.747159e-02  7.395503e-03  9.027374e-04  2.196258e-02  1.180749e-02 0.0274029123 0.0110401456 0.0454532974 0.0067493376 0.0055720134 0.0032867573 0.0146925099 0.0007545983 0.0164074537 0.0335664319 0.0380979484 0.0884854238 0.1068139674 0.2456713441 0.2462147201 0.3041626377 0.3611779648 0.4078497022 0.3898571274 0.4578693802 0.4022641631 0.6438940260 0.4654541099 0.4055793227 0.1905078821 0.0980316563 0.1130761004 0.0517613018 0.0210514032 0.0310819261 0.0181574336 0.0083994435 0.0384228657 0.0213709407 0.0230457789 0.0273720926 0.0246193782 0.0006613911 0.0520373720 0.0182272747 0.0336149879 0.0869863648 0.1967167394 0.1355959579 0.1096290940 0.0695785185 0.0083453158 0.0438865385 0.0247845144 0.0006691216 0.0292313533 0.0482639315
"13" 2481 "Buochs" "Engelberger Aa"  227.0  443 1620  4.30 "ENG" "Engelberg" 1035 NA NA -2.72533137 -2.73961708 -2.77908689 -2.72282769 -2.30412371 -1.96215022 -2.48114875 -1.42724595 -0.42945508 -0.07025037  1.39204713  2.43122239  3.20324006  3.99440353  4.18851252  4.90589102  6.47525773  7.67540501  9.00677467  9.96553756 10.62282769 10.98232695 11.98659794 12.18615611 13.02253314 13.53814433 14.09572901 14.17334315 14.38483063 14.53755523 14.63549337 14.23225331 14.14212077 13.28453608 12.48262150 11.96800595 11.24702381 10.64687500  9.34479167  8.57187500  7.45982143  6.09687500  5.11175595  4.15922619  3.20505952  1.46815476  0.26071429 -0.51443452 -1.08824405 -1.89300595 -2.35476190 -2.35507812  3.303392e-02  5.103581e-02  3.242102e-02  2.755821e-02  2.714046e-02  4.362544e-02  3.045801e-02  3.283156e-02  5.909709e-02  6.456592e-02  8.100534e-02  1.338436e-01  1.498603e-01  1.976254e-01  2.054891e-01  2.898216e-01  3.041451e-01  4.806254e-01  4.434273e-01  5.954244e-01  4.032280e-01  4.761801e-01  5.009818e-01  4.211661e-01  4.570088e-01  3.869141e-01  2.312816e-01  6.916961e-02  3.840292e-03 -2.780546e-02 -8.329949e-02 -3.454355e-02 -3.688951e-02  4.522246e-02 -8.749714e-02 -3.507524e-02  9.705043e-02  5.928925e-02 -8.381087e-02  8.138403e-02  4.575471e-02  1.392683e-01  5.379453e-02  5.041053e-02  1.246692e-03  5.722636e-02  7.329983e-02  3.781107e-02  1.827934e-02  4.787745e-02  5.479018e-02  6.679071e-02 0.0784681906 0.0922083029 0.0541770494 0.0550477696 0.0903160060 0.1011656781 0.0696956822 0.0668853749 0.1560494357 0.2187749546 0.1452115790 0.2124989906 0.1306563443 0.2453949578 0.2024257713 0.3118761150 0.2968103722 0.3911692256 0.2533836991 0.3206543408 0.1569241562 0.1261666797 0.1721867554 0.0909266651 0.0912022105 0.0598133386 0.0193737598 0.0109366853 0.0709302046 0.0946186688 0.0640048272 0.0643779564 0.0628619625 0.0593373471 0.0399476122 0.0249072458 0.0496768337 0.0036201315 0.0577546548 0.0207257107 0.0031745189 0.0412065504 0.0083150235 0.0130735152 0.0111614128 0.0309483194 0.0487711595 0.0318437242 0.0062989161 0.0538994504 0.1038515724 0.1195050188
"14" 2151 "Oberwil " "Simme"  344.0  777 1640  3.70 "BER" "Bern"  552 NA NA -0.93866460 -1.28835404 -1.23959627 -0.89177019 -0.57111801  0.06444099 -0.18928571  0.73586957  1.84037267  2.48307453  3.95031056  5.14829193  6.04394410  6.81133540  6.99192547  7.87360248  9.09177019 10.09472050 11.47329193 12.36956522 13.01319876 13.62065217 14.72950311 15.13835404 16.00496894 16.67826087 17.25838509 17.34736025 17.43975155 17.83618012 17.85108696 17.33757764 17.06226708 16.17173913 15.39953416 14.71930926 13.84568289 13.06483516 11.51098901 10.69010989  9.52684458  8.15431711  6.85337520  5.84458399  4.63390895  3.43045526  2.17174254  1.08854003  0.85039246 -0.05667190 -0.78430141 -0.75097680  5.856162e-02  6.318867e-02  2.864281e-02  4.622582e-02  4.606758e-02  5.939726e-02  1.081408e-01  4.711311e-02  1.041921e-01  1.121934e-01  1.567166e-01  2.449368e-01  2.752498e-01  3.038047e-01  2.946484e-01  3.350649e-01  3.603106e-01  4.621094e-01  3.082972e-01  2.644714e-01  2.043281e-01  1.222245e-01  1.353878e-01  1.697932e-01  9.821251e-02  9.619827e-02  4.311322e-02 -4.075476e-02 -4.059328e-02 -4.437714e-03 -1.779919e-04  1.383256e-02 -7.202348e-02  1.221229e-02 -6.218275e-02  1.308072e-02  1.063046e-02  3.127212e-02 -8.965538e-02  1.332864e-02 -3.783196e-03  3.779526e-02  4.878972e-03  7.826586e-02 -1.626395e-02  1.092012e-01  1.522450e-01  5.060293e-02  3.076741e-02  9.408263e-02  1.405383e-01  1.255978e-01 0.1133984919 0.1137677015 0.0460776429 0.1225124441 0.1642350981 0.1349754082 0.1389121773 0.1094360409 0.1936157935 0.2341145017 0.2299424269 0.2654791163 0.2139170664 0.2718324871 0.2866091204 0.3548033349 0.2386483176 0.3136816809 0.1082964000 0.0994675555 0.0739259762 0.0265443367 0.0189960486 0.0263110121 0.0135311810 0.0115990041 0.0095973093 0.0368385462 0.0615923764 0.0595644236 0.0270259306 0.0547736717 0.0914094224 0.0511023950 0.0300483225 0.0068079785 0.0309049371 0.0018736787 0.0475666787 0.0386643417 0.0040434378 0.0069322765 0.0018289829 0.0434169010 0.0040360368 0.0846996956 0.0966989142 0.0985653095 0.0352421013 0.1311798989 0.2059138749 0.2502025768
"15" 2319 "Zernez" "Ova da Cluozza"   26.9 1509 2368  2.20 "SIA" "Segl-Maria" 1798 NA NA -6.96514286 -7.09171429 -7.09200000 -6.80371429 -6.80800000 -6.06371429 -7.16085714 -6.27457143 -5.35028571 -4.78514286 -3.11928571 -2.32885714 -1.79342857 -0.68400000 -0.85628571  0.33485714  2.04228571  2.83057143  4.34428571  5.36942857  6.11800000  6.77771429  7.46314286  8.52828571  9.29171429 10.22885154 10.29803922 10.89915966 10.94761905 11.27030812 11.69411765 11.13193277 11.10028011 10.30784314  9.23249300  8.80784314  8.19663866  7.43921569  6.38291317  5.68263305  4.86610644  3.02689076  2.15686275  1.62380952  0.05966387 -1.54173669 -3.07899160 -3.97651727 -4.38457143 -5.21285714 -5.62742857 -6.51063889 -2.832135e-03 -1.000932e-03 -3.817460e-03  8.299022e-04 -4.190700e-03 -4.862679e-04 -1.544296e-04  2.953511e-03  7.330995e-04  4.742876e-03  4.623965e-03  2.542744e-02  6.942716e-02  9.411340e-02  8.140123e-02  1.149072e-01  2.909384e-01  4.956583e-01  5.892171e-01  7.108875e-01  5.877112e-01  8.417039e-01  7.135680e-01  5.892763e-01  4.016264e-01  2.219151e-01  2.962048e-01  1.480980e-01  5.115490e-02  1.488893e-01  7.054348e-02 -2.598306e-02 -5.860909e-02 -2.895225e-02 -1.699990e-02  7.149686e-03  4.018681e-02  1.497390e-02  2.658831e-02  6.305768e-02  1.104171e-01  7.873082e-02  3.540996e-02  7.152040e-02  4.931918e-02 -8.319691e-03 -2.089954e-02  9.802072e-03  4.057760e-03  3.219424e-03  3.077299e-03 -3.830215e-03 0.0196219470 0.0211886813 0.1197232881 0.0022142870 0.0065695696 0.0025120869 0.0019480175 0.0041452244 0.0421878610 0.0865981528 0.0320588070 0.1831037567 0.1858585088 0.3229052879 0.2192714858 0.2723247079 0.4939114110 0.3357933828 0.3874524199 0.3887254238 0.2122913324 0.3911965015 0.3517013611 0.1455131206 0.1034344082 0.0331653967 0.0648494551 0.0133674537 0.0544044183 0.0137864360 0.0044569415 0.0187604606 0.0363854923 0.0591612743 0.0135595059 0.0131712704 0.0667463185 0.0021367967 0.0048022681 0.0160005502 0.0147564315 0.0335899710 0.0242173919 0.0616457215 0.0314435317 0.0055532723 0.0262324402 0.0262699377 0.0093961195 0.0210695027 0.0053619548 0.0024662529
"16" 2327 "Davos" "Dischmabach"   43.3 1668 2372  2.10 "SIA" "Segl-Maria" 1798 NA NA -7.03119534 -7.02099125 -6.88717201 -6.68513120 -6.59941691 -6.20000000 -7.16443149 -6.06618076 -5.10320700 -4.72419825 -2.85116618 -2.11836735 -1.62507289 -0.52798834 -0.78717201  0.25655977  1.98571429  2.96822157  4.41428571  5.46734694  6.23206997  6.90670554  7.61166181  8.53673469  9.27784257 10.29883382 10.42069971 10.98921283 10.99708455 11.27319048 11.75200000 11.12514286 11.19285714 10.41619048  9.09514286  8.75976676  8.12332362  7.45918367  6.34810496  5.60612245  4.86734694  3.05539359  2.14985423  1.72157434  0.08658892 -1.46530612 -2.96822157 -4.01749271 -4.31457726 -5.26151603 -5.51953353 -6.35753968  3.359993e-03  3.387421e-03 -7.545752e-05 -7.567597e-04 -3.341500e-03 -6.839632e-04 -5.497745e-04  3.026507e-03  6.829957e-03  3.297194e-03  8.025227e-03  2.767344e-02  6.247360e-02  6.438732e-02  9.115122e-02  1.240041e-01  2.772503e-01  6.249054e-01  4.836932e-01  6.515866e-01  5.773373e-01  8.925507e-01  6.905854e-01  6.253941e-01  4.801838e-01  3.008985e-01  3.609700e-01  1.146906e-01  1.667047e-02 -3.063664e-02  3.516176e-03 -1.481002e-01 -4.131322e-02 -1.200941e-01 -1.436427e-01 -8.449617e-02 -1.861555e-02 -1.539981e-02  4.597062e-03  3.582716e-02  7.733096e-02  2.935083e-02 -7.548857e-03  4.334568e-02  1.109889e-02  1.205413e-02  1.607218e-02  1.638441e-03  4.870072e-03  5.628299e-03  5.911952e-03  5.178502e-03 0.0090833707 0.0193306613 0.0254179154 0.0001372070 0.0073205838 0.0009758224 0.0002837677 0.0045555683 0.0442477455 0.0651832887 0.0959512241 0.1648756554 0.2382286204 0.1937933228 0.2305534481 0.1795393640 0.4037996531 0.4467376070 0.2866561404 0.3076705513 0.2432219608 0.3830852053 0.3219982739 0.1698397831 0.1214604079 0.0558101227 0.0363623722 0.0204939016 0.0232113761 0.0139668660 0.0027873434 0.0421524729 0.0183301637 0.0729844433 0.0398189377 0.0107133285 0.0431373631 0.0263442794 0.0016464873 0.0081795682 0.0251675070 0.0162611800 0.0308292801 0.0494658952 0.0015598442 0.0082380440 0.0165962977 0.0210890350 0.0118280437 0.0187711679 0.0136639256 0.0141668071
"17" 2141 "Tiefencastel" "Albula"  529.0  837 2120  1.90 "SIA" "Segl-Maria" 1798 NA NA -7.20745342 -7.58695652 -7.39177019 -7.30854037 -6.95714286 -6.60916149 -7.24409938 -6.31381988 -5.32003106 -4.83944099 -3.58408385 -2.63944099 -1.56490683 -0.73711180 -0.65931677  0.18152174  1.59782609  2.55201863  4.04425466  5.13695652  6.01366460  6.83074534  7.77484472  8.36149068  9.23400621  9.90636646 10.46164596 10.63354037 10.74565217 11.10388199 11.27950311 11.03524845 10.81645963 10.12261905  9.49891304  8.93642072  8.17346939  7.56483516  6.27934783  5.42996894  4.44161491  3.09906832  1.98804348  1.04549689 -0.25031056 -1.71071429 -3.00434783 -3.75636646 -4.38354037 -5.48447205 -6.27810559 -6.88768116  1.691815e-03  4.400190e-03 -1.507098e-03  1.375784e-03  4.660500e-03  3.153052e-03  6.918617e-03  5.657451e-03  1.040224e-02  1.371212e-02  1.925943e-02  3.661782e-02  6.211964e-02  7.522195e-02  1.006221e-01  1.410202e-01  1.848797e-01  2.648961e-01  2.571697e-01  4.407530e-01  4.331894e-01  4.266441e-01  4.075565e-01  3.611838e-01  3.461934e-01  1.520903e-01  7.951235e-02  1.608117e-02 -5.674938e-02 -4.030890e-02 -3.430848e-02 -1.216856e-01 -8.256249e-02 -1.063506e-01 -9.437511e-02 -5.702543e-02 -1.041494e-02 -2.242461e-02  7.014365e-03  1.209601e-02 -3.568499e-03  2.896547e-02  1.153358e-02  2.798146e-02  5.791511e-03  7.146790e-03  2.043784e-02  7.803117e-03  5.146810e-03  5.414286e-03  6.344323e-03  2.763349e-03 0.0021179521 0.0075628888 0.0204685163 0.0093972200 0.0164196077 0.0060920148 0.0435568416 0.0373878147 0.1307128493 0.1917952395 0.1752009905 0.2546966927 0.2219491085 0.1997465465 0.2746316084 0.3292539329 0.2919893494 0.3327467955 0.2617359315 0.3632809864 0.3079869308 0.2502891252 0.2548263745 0.1218755359 0.1282548535 0.0343019169 0.0031968696 0.0010410591 0.0459161860 0.0533842140 0.0148843119 0.0758126874 0.0583165286 0.0825545853 0.0436573092 0.0251427684 0.0524562465 0.0449916063 0.0010648028 0.0054257780 0.0014407618 0.0038741704 0.0043913502 0.0255227389 0.0012922270 0.0120621529 0.0192432959 0.0196952480 0.0023454485 0.0043697920 0.0063328206 0.0020948874
"18" 2084 "Ingenbohl" "Muota"  316.0  438 1360  0.08 "ENG" "Engelberg" 1035 NA NA -2.78854167 -2.74613095 -2.79241071 -2.74136905 -2.30684524 -1.97261905 -2.51904762 -1.40803571 -0.43601190 -0.03794643  1.36056548  2.40699405  3.22931548  3.96964286  4.18199405  4.94017857  6.48764881  7.64761905  9.02380952  9.97232143 10.60163690 10.99940476 12.01964286 12.23809524 13.03080357 13.56041667 14.10550595 14.18883929 14.41562500 14.54791667 14.62425595 14.24806548 14.15059524 13.31830357 12.49241071 12.00180451 11.27248120 10.70135338  9.34661654  8.57293233  7.44150376  6.12556391  5.14210526  4.14330827  3.18345865  1.48541353  0.26947368 -0.50601504 -1.08150376 -1.89804511 -2.35278195 -2.40127193  6.696838e-02  1.177968e-01  7.089609e-02  6.768531e-02  7.909235e-02  1.081272e-01  1.266680e-01  1.072812e-01  1.364244e-01  1.614618e-01  2.416186e-01  3.529184e-01  4.046092e-01  4.164401e-01  4.699230e-01  6.115403e-01  6.520501e-01  8.553787e-01  7.133353e-01  8.028283e-01  5.284353e-01  5.499061e-01  3.947940e-01  2.087608e-01  8.635612e-02  5.140370e-02 -2.988789e-01 -5.376241e-01 -6.826986e-01 -5.822261e-01 -5.962399e-01 -4.348075e-01 -5.921608e-01 -4.177505e-01 -6.192075e-01 -3.623259e-01 -1.185347e-01 -1.166610e-01 -3.033395e-01 -3.260402e-02 -2.387941e-02  7.073668e-02  8.134947e-02  8.617363e-02  3.557763e-02  1.775871e-01  1.562999e-01  9.007349e-02  6.668844e-02  8.803729e-02  1.316815e-01  1.541933e-01 0.0784069983 0.1500101200 0.0957133564 0.1205421539 0.1587908506 0.1403872099 0.1245943007 0.1359457462 0.1484275865 0.2448300938 0.1952909470 0.2744969268 0.2179363232 0.2785583761 0.2699173974 0.3914480901 0.3857769631 0.4231702038 0.2823073754 0.3014883464 0.1265873859 0.0663863978 0.0321058845 0.0063585512 0.0142429093 0.0182927791 0.0868420969 0.1619181468 0.2739104524 0.2587550896 0.2317182020 0.1780305058 0.2515700592 0.1948697263 0.2599877400 0.1515677902 0.1412394428 0.0344972081 0.1321062218 0.0525220407 0.0077968726 0.0065468805 0.0084947971 0.0127321910 0.0062864240 0.0647964006 0.0617871758 0.0521899648 0.0286561916 0.0481057298 0.1490071370 0.1565789951
"19" 2232 "Adelboden" "Allenbach"   28.8 1297 1856  0.00 "BER" "Bern"  552 NA NA -0.78004535 -1.12902494 -1.06462585 -0.53990930 -0.65759637  0.46031746  0.03106576  1.05215420  1.89387755  2.70839002  4.35487528  5.39886621  6.03877551  6.79478458  6.68571429  7.91043084  9.38730159 10.32335601 11.84353741 12.56235828 13.18390023 13.51972789 14.55011338 15.33764172 16.27142857 16.94920635 17.33560091 17.55941043 17.58979592 17.95351474 18.10068027 17.45600907 17.37913832 16.43514739 15.34013605 14.76290323 13.95460829 12.88617512 11.70714286 10.91405530  9.68410138  8.19470046  7.11474654  6.00230415  4.71682028  3.64101382  1.99677419  1.24470046  0.90161290  0.33179724 -0.12580645 -0.55844534  1.122346e-02  4.894416e-02  2.911057e-02  2.752316e-02  1.113202e-02  3.601675e-02  7.071607e-02  3.665793e-02  8.430881e-02  8.896592e-02  1.402279e-01  2.727533e-01  3.600225e-01  3.864506e-01  4.538602e-01  5.187253e-01  6.948597e-01  9.584604e-01  8.287489e-01  7.773343e-01  1.536247e-01  3.635605e-01  4.722407e-02  3.317539e-01 -2.430811e-02 -6.274779e-02 -1.905375e-01 -2.400989e-01 -1.103704e-01 -2.462573e-01 -1.517042e-01 -3.709537e-02 -3.117448e-01 -4.271808e-02 -2.739528e-01 -1.511655e-01 -8.277541e-02 -6.218714e-02 -1.669297e-01 -7.094921e-02  1.126259e-02  8.543910e-02  5.016648e-04  7.343760e-02  3.855879e-02  1.113587e-01  1.445970e-01  5.777286e-02  2.155670e-02  1.154228e-01  1.026534e-01  4.919638e-02 0.0252796533 0.0821680035 0.0591298640 0.0541543152 0.0537655550 0.0922869922 0.0986298846 0.0968950475 0.2192581839 0.2509730407 0.2777252466 0.2903677483 0.3021393787 0.3511283707 0.4449250321 0.3953913990 0.3541828119 0.4300980483 0.3365517940 0.1983887749 0.0079605569 0.0642801210 0.0010155457 0.0220315833 0.0281173725 0.0428509761 0.0821429551 0.0690012041 0.0981603053 0.1697904277 0.0629109273 0.0525750615 0.2238544512 0.0990385324 0.1634566719 0.0836057345 0.0787695990 0.0243820497 0.1291263052 0.0715353082 0.0024033098 0.0129020722 0.0026153629 0.0315926390 0.0083476984 0.0860536309 0.0849170842 0.0735125785 0.0277211604 0.0782777961 0.1015500061 0.0789144216
"20" 2112 "Appenzell" "Sitter"   74.2  769 1252  0.00 "SAE" "Saentis" 2502 NA NA -8.17340877 -7.91852900 -7.73069307 -7.85289958 -7.79108911 -7.97581330 -8.90495050 -7.78328571 -7.41328571 -7.38914286 -6.47357143 -5.91004243 -5.41230552 -4.94851485 -5.17439887 -4.37326733 -3.07864215 -1.77920792 -0.54540311  0.37934936  1.06067893  1.51994342  2.40198020  2.60678925  3.35176803  3.83323904  4.68981612  4.76591231  4.99066478  5.28076379  5.64540311  5.39335219  5.17934936  4.53536068  4.18062235  3.70628571  3.16557143  2.94542857  1.76785714  1.39300000  0.79785714 -0.33314286 -1.14300000 -2.10642857 -3.38028571 -5.00028571 -5.14900000 -5.60271429 -6.22785714 -6.88228571 -7.25914286 -7.48472222  1.535000e-01  2.563958e-01  1.309347e-01  1.099325e-01  1.780265e-01  1.919170e-01  1.865195e-01  2.473545e-01  2.633351e-01  2.789682e-01  3.022700e-01  4.943455e-01  3.908392e-01  5.297300e-01  3.652301e-01  3.204237e-01  3.357792e-01  1.707692e-01  7.119743e-02  5.698825e-02  3.951747e-02 -1.402936e-01 -4.855566e-02 -4.072128e-01 -2.412094e-01 -2.111067e-01 -1.339489e-01 -2.988494e-01 -4.257183e-01 -3.415627e-01 -3.620898e-01 -2.728858e-01 -2.763744e-01 -2.619189e-01 -1.957299e-01 -3.201415e-01 -3.318412e-01 -1.197317e-01 -1.926630e-01 -1.364883e-01 -9.219450e-02 -9.062531e-02 -4.152514e-02  3.381966e-02  4.125101e-02  2.211768e-01  1.699556e-01  2.109947e-01  1.265239e-01  1.627582e-01  2.219247e-01  2.621750e-01 0.0394685612 0.0623341161 0.0220728420 0.0319190734 0.0748389089 0.0720350947 0.0658003055 0.1062386086 0.1586789250 0.1627173830 0.1470610039 0.2009996119 0.1427833889 0.1365401778 0.0945211230 0.1170036209 0.0630227431 0.0189714898 0.0282736472 0.0123156555 0.0169447911 0.0737595889 0.0537559332 0.1696147895 0.1499102908 0.1568194555 0.0873694590 0.1677197916 0.2501179191 0.2516507446 0.2164280063 0.1596139011 0.2279188452 0.1624014617 0.1261557527 0.2014950730 0.2043407551 0.0949674201 0.1493910058 0.1443155782 0.1053286615 0.1279071506 0.0970243649 0.0191991113 0.0515372413 0.0183109465 0.0253533682 0.0388162147 0.0190226651 0.0293514760 0.0738161480 0.0606084777
